,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp_Total,Att_Total,Cmp%_Total,TotDist,PrgDist,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Touches,T_Def Pen,T_Def 3rd,T_Mid 3rd,T_Att 3rd,T_Att Pen,T_Live,Drib_Att,Drib_Succ,Drib_Succ%,Drib_Tkld,Drib_Tkld%,Carries,Carry_TotDist,Carry_PrgDist,Carry_PrgNum,Carry_1/3,Carry_PA,Carry_Miscon,Carry_Dispos,Rec,Rec_Prg,D_Tkl,D_TklW,Tkl_Def 3rd,Tkl_Mid 3rd,Tkl_Att 3rd,Chal_Tkl,Chal_Att,Chal_Tkl%,Chal_Lost,Blocks,B_Sh,B_Pass,Int,Tkl+Int,Clr,Err
864,Enzo Fernández,ARG,MF,Chelsea,Premier League,22.0,2001.0,24.5,3,45,13,28.9,1.83,0.53,0.04,0.15,21.3,2,1,2,6.2,4.6,0.1,-3.2,-2.6,1574,1862,84.5,28776,8415,674,742,90.8,661,744,88.8,196,273,71.8,2,3.4,3.7,-1.4,32,177,43,4,210,82,3.34,69,5,0,3,5,0,7,0.29,5,1,0,0,1,0,2128,67,442,1209,488,47,2126,44,23,52.3,17,38.6,1315,6080,3109,52,46,8,29,24,1675,54,50,22,22,18,10,27,65,41.5,38,36,13,23,17,67,28,0
865,Raúl Fernández,ESP,GK,Granada,La Liga,35.0,1988.0,3.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,69,107,64.5,2057,1530,9,9,100.0,38,40,95.0,22,56,39.3,0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,115,90,115,0,0,0,115,0,0,0.0,0,0.0,58,357,205,0,0,0,0,0,47,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,2
866,Valery Fernández,ESP,"MF,FW",Girona,La Liga,23.0,1999.0,5.6,2,5,2,40.0,0.89,0.36,0.4,1.0,18.9,0,0,0,0.7,0.7,0.14,1.3,1.3,188,221,85.1,2441,411,125,132,94.7,54,68,79.4,3,6,50.0,0,0.8,0.5,-0.8,5,4,9,3,12,14,2.49,10,1,2,0,1,0,3,0.53,1,0,1,0,1,0,285,12,60,108,120,23,285,19,7,36.8,6,31.6,182,1299,590,20,10,7,15,8,204,54,11,9,4,7,0,6,8,75.0,2,6,1,5,1,12,4,0
867,Fernando,ESP,GK,Almería,La Liga,33.0,1990.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,110,160,68.8,3175,2309,10,10,100.0,62,62,100.0,38,87,43.7,0,0.0,0.0,0.0,0,1,0,0,0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0,169,138,167,2,0,0,169,0,0,0.0,0,0.0,93,536,339,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,2,0
868,Fernando,BRA,MF,Sevilla,La Liga,36.0,1987.0,5.1,0,1,0,0.0,0.2,0.0,0.0,0.0,16.2,0,0,0,0.0,0.0,0.02,0.0,0.0,209,242,86.4,3691,1069,98,107,91.6,89,99,89.9,18,24,75.0,0,0.3,0.3,-0.3,2,21,5,2,24,8,1.57,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,288,10,74,169,49,5,288,6,4,66.7,1,16.7,168,878,429,5,8,1,5,3,186,7,9,8,2,4,3,5,9,55.6,4,2,0,2,7,16,9,0
869,Ichem Ferrah,FRA,FW,Lille,Ligue 1,17.0,2005.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,8,6,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,2,1,0,3,0,0,0.0,0,0.0,2,7,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
870,Andrea Ferraris,ITA,MF,Monza,Serie A,20.0,2003.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,4,100.0,60,9,2,2,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,1,2,2,0,5,0,0,0.0,0,0.0,3,11,9,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
871,André Ferreira,POR,GK,Granada,La Liga,27.0,1996.0,14.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,359,498,72.1,10011,7247,72,74,97.3,172,176,97.7,112,243,46.1,0,0.0,0.0,0.0,0,7,0,0,0,2,0.13,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,542,473,541,1,0,0,542,0,0,0.0,0,0.0,271,1478,829,0,0,0,2,1,192,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2
872,João Ferreira,POR,DF,Udinese,Serie A,22.0,2001.0,20.2,0,3,0,0.0,0.15,0.0,0.0,0.0,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,649,858,75.6,12106,5431,282,325,86.8,263,326,80.7,88,158,55.7,1,0.9,0.9,0.1,13,60,11,6,61,34,1.68,25,4,0,0,1,4,2,0.1,1,1,0,0,0,0,1107,122,501,475,146,11,1107,33,18,54.5,12,36.4,515,2764,1488,19,21,4,22,8,533,45,58,42,36,18,4,34,58,58.6,24,27,6,21,29,87,89,0
873,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,31.0,1992.0,22.6,1,9,1,11.1,0.4,0.04,0.11,1.0,22.0,1,0,0,0.6,0.6,0.07,0.4,0.4,1101,1331,82.7,19799,6455,436,500,87.2,492,556,88.5,126,202,62.4,1,1.9,2.1,-0.9,28,118,26,10,173,67,2.97,58,2,2,1,3,1,2,0.09,2,0,0,0,0,0,1525,51,347,877,320,18,1525,36,17,47.2,19,52.8,1231,6540,2900,37,43,5,45,33,1132,68,36,22,16,17,3,20,67,29.9,47,19,1,18,13,49,23,0
874,Nacho Ferri,ESP,"FW,MF",Eint Frankfurt,Bundesliga,18.0,2004.0,0.8,1,5,2,40.0,6.08,2.43,0.2,0.5,16.4,0,0,0,1.2,1.2,0.24,-0.2,-0.2,13,26,50.0,149,46,11,14,78.6,2,8,25.0,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,2,2,2.43,1,0,0,1,0,0,1,1.22,1,0,0,0,0,0,45,2,5,21,19,6,45,1,0,0.0,1,100.0,23,93,19,0,0,0,6,2,32,8,3,3,1,2,0,2,3,66.7,1,0,0,0,0,3,2,0
875,Rachad Fettal,MAR,FW,Almería,La Liga,18.0,2005.0,0.2,0,1,0,0.0,5.29,0.0,0.0,0.0,8.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,4,6,66.7,46,20,3,4,75.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,2,10.59,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,0,1,6,2,1,9,0,0,0.0,0,0.0,4,3,2,0,0,0,1,0,6,2,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
876,Seydou Fini,ITA,"DF,FW",Genoa,Serie A,17.0,2006.0,0.4,0,2,0,0.0,5.14,0.0,0.0,0.0,18.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,9,14,64.3,118,34,7,10,70.0,2,4,50.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,1,2.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,19,0,1,6,12,1,19,1,0,0.0,1,100.0,11,64,23,1,2,0,1,1,13,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
877,Max Finkgräfe,GER,"DF,FW",Köln,Bundesliga,19.0,2004.0,19.5,1,12,4,33.3,0.62,0.21,0.08,0.25,21.8,2,0,0,1.0,1.0,0.09,0.0,0.0,598,859,69.6,10280,4077,277,339,81.7,270,355,76.1,45,118,38.1,0,1.6,1.6,-1.6,23,46,12,7,53,40,2.05,27,6,3,1,1,2,1,0.05,1,0,0,0,0,0,1121,53,333,510,308,24,1121,58,36,62.1,21,36.2,495,3461,1845,51,35,11,37,24,527,59,65,39,40,25,0,39,74,52.7,35,35,10,25,22,87,39,0
878,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33.0,1990.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,53,128,41.4,2126,1792,4,4,100.0,17,17,100.0,32,105,30.5,0,0.0,0.0,0.0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,141,131,139,2,0,0,141,0,0,0.0,0,0.0,57,290,176,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1
879,Kilian Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,22.0,2000.0,3.2,0,4,0,0.0,1.24,0.0,0.0,0.0,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,104,148,70.3,1728,588,56,65,86.2,42,59,71.2,6,16,37.5,0,0.1,0.3,-0.1,2,5,3,1,6,6,1.85,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,185,9,60,71,55,8,185,2,1,50.0,1,50.0,72,399,179,6,3,1,5,1,93,9,8,6,4,3,1,2,5,40.0,3,8,1,7,1,9,12,0
880,John Fleck,SCO,"MF,DF",Sheffield Utd,Premier League,31.0,1991.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,29,40,72.5,408,88,21,27,77.8,7,9,77.8,1,2,50.0,0,0.4,0.3,-0.4,2,1,1,0,3,4,3.91,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,49,3,10,29,11,1,49,1,0,0.0,0,0.0,19,81,39,2,1,0,2,0,27,0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
881,Mark Flekken,NED,GK,Brentford,Premier League,30.0,1993.0,36.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1131,1580,71.6,32732,22385,159,161,98.8,575,580,99.1,394,832,47.4,1,0.5,0.2,0.5,4,37,1,0,5,10,0.27,3,7,0,0,0,0,3,0.08,1,2,0,0,0,0,1658,1268,1584,74,0,0,1658,4,3,75.0,1,25.0,930,5167,2908,0,0,0,0,0,810,0,1,1,1,0,0,1,5,20.0,4,1,0,1,0,1,17,1
882,Alessandro Florenzi,ITA,DF,Milan,Serie A,32.0,1991.0,19.2,1,32,10,31.3,1.66,0.52,0.03,0.1,25.4,4,0,0,1.7,1.7,0.05,-0.7,-0.7,1055,1277,82.6,19865,6858,433,459,94.3,454,519,87.5,144,250,57.6,4,3.4,3.5,0.6,45,97,25,9,106,85,4.41,47,28,0,7,1,2,7,0.36,2,4,0,1,0,0,1449,62,403,699,354,19,1449,13,1,7.7,11,84.6,816,4084,2195,29,28,1,17,5,916,50,43,21,26,12,5,26,48,54.2,22,16,9,7,20,63,25,1
883,Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23.0,2000.0,31.7,19,105,48,45.7,3.31,1.51,0.18,0.4,18.5,4,0,0,10.3,10.3,0.1,8.7,8.7,1511,1767,85.5,20347,3769,990,1053,94.0,388,449,86.4,68,135,50.4,8,8.4,6.9,-0.4,73,71,57,5,168,144,4.54,111,9,9,6,8,1,21,0.66,16,1,1,0,3,0,2146,22,174,785,1211,190,2146,102,47,46.1,46,45.1,1435,6921,3434,93,79,56,62,49,1753,269,31,20,11,10,10,13,31,41.9,18,30,0,30,13,44,18,1
884,Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32.0,1991.0,29.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,595,1054,56.5,19592,15704,101,102,99.0,240,250,96.0,254,691,36.8,0,0.1,0.1,-0.1,1,19,2,0,0,4,0.14,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1154,943,1136,20,0,0,1154,2,2,100.0,0,0.0,574,3483,2223,0,0,0,1,1,388,0,5,3,5,0,0,5,6,83.3,1,0,0,0,0,5,18,6
885,Malick Fofana,BEL,FW,Lyon,Ligue 1,18.0,2005.0,6.2,3,9,7,77.8,1.45,1.13,0.33,0.43,14.2,0,0,0,1.8,1.8,0.2,1.2,1.2,143,180,79.4,2092,314,75,87,86.2,54,66,81.8,6,13,46.2,0,0.5,0.5,-0.5,6,4,6,1,10,19,3.05,11,0,2,3,2,1,3,0.48,1,0,0,1,1,0,244,7,37,84,133,21,244,15,8,53.3,7,46.7,210,1566,836,26,18,10,16,11,197,60,5,4,3,1,1,4,9,44.4,5,3,0,3,5,10,9,0
886,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24.0,1999.0,30.0,4,52,13,25.0,1.74,0.43,0.08,0.31,19.6,0,0,0,5.0,5.0,0.1,-1.0,-1.0,1453,1789,81.2,23800,9039,690,796,86.7,601,706,85.1,106,180,58.9,4,3.4,4.7,0.6,40,194,43,2,249,100,3.34,79,3,2,11,2,3,10,0.33,6,0,0,4,0,0,2113,66,357,1329,458,49,2113,67,39,58.2,26,38.8,1614,9082,4247,53,83,8,49,33,1465,86,61,39,19,36,6,30,66,45.5,36,35,7,28,37,98,31,1
887,Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,27.0,1996.0,31.0,0,12,0,0.0,0.39,0.0,0.0,0.0,20.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5,1046,1462,71.5,20703,9260,382,457,83.6,508,652,77.9,146,288,50.7,0,0.8,1.4,-0.8,13,74,24,13,96,50,1.61,37,8,2,1,2,0,5,0.16,4,1,0,0,0,0,1714,114,642,733,355,21,1714,27,8,29.6,16,59.3,777,4085,2496,44,32,2,22,11,860,69,44,24,24,14,6,19,36,52.8,17,34,19,15,31,75,70,0
888,Thomas Foket,BEL,DF,Reims,Ligue 1,28.0,1994.0,20.4,0,3,0,0.0,0.15,0.0,0.0,0.0,15.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,862,1069,80.6,14686,4219,408,463,88.1,369,435,84.8,70,115,60.9,1,0.9,1.4,0.1,11,52,10,7,65,30,1.48,27,2,0,1,0,0,6,0.3,6,0,0,0,0,0,1250,78,374,569,314,19,1250,12,7,58.3,5,41.7,796,4095,1848,24,24,1,27,10,730,84,32,17,21,8,3,20,45,44.4,25,34,12,22,25,57,36,0
889,Michael Folorunsho,ITA,"MF,FW",Hellas Verona,Serie A,25.0,1998.0,30.9,5,47,14,29.8,1.52,0.45,0.11,0.36,19.8,0,0,0,4.0,3.9,0.08,1.0,1.1,486,796,61.1,8352,2187,236,328,72.0,176,268,65.7,55,116,47.4,1,1.4,1.1,-0.4,18,43,10,6,54,46,1.49,34,0,4,1,7,0,3,0.1,1,0,2,0,0,0,1200,63,233,606,384,57,1200,70,22,31.4,42,60.0,662,3947,1714,56,41,8,62,38,730,110,50,28,21,22,7,23,57,40.4,34,45,12,33,17,67,44,2
890,Tiago Fonseca Morais,POR,FW,Lille,Ligue 1,19.0,2003.0,0.5,0,1,0,0.0,1.96,0.0,0.0,0.0,13.0,0,0,0,0.4,0.4,0.36,-0.4,-0.4,11,15,73.3,162,62,8,10,80.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,3,1,1.96,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23,0,2,14,8,2,23,3,0,0.0,3,100.0,17,100,49,3,0,1,1,0,13,2,1,1,0,1,0,0,0,0.0,0,0,0,0,1,2,0,0
891,Pablo Fornals,ESP,"MF,FW",West Ham,Premier League,27.0,1996.0,4.7,0,7,3,42.9,1.48,0.63,0.0,0.0,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,162,210,77.1,2602,713,83,96,86.5,60,75,80.0,12,20,60.0,0,0.3,0.3,-0.3,5,19,6,1,29,16,3.37,13,0,0,0,1,2,1,0.21,0,0,0,0,0,1,277,7,53,128,98,20,277,12,6,50.0,5,41.7,156,645,256,4,7,2,8,8,176,27,10,6,4,3,3,5,16,31.3,11,8,1,7,6,16,7,0
892,Pablo Fornals,ESP,"FW,MF",Betis,La Liga,27.0,1996.0,12.8,3,17,5,29.4,1.33,0.39,0.18,0.6,18.2,0,0,0,1.8,1.8,0.11,1.2,1.2,500,672,74.4,7824,2697,259,296,87.5,167,217,77.0,43,89,48.3,2,1.6,2.0,0.4,23,56,25,6,89,45,3.53,37,3,2,2,1,0,6,0.47,5,0,0,1,0,0,811,10,103,423,295,40,811,26,11,42.3,14,53.8,420,2044,1160,37,23,13,25,13,571,82,24,16,8,11,5,12,22,54.5,10,14,0,14,22,46,10,2
893,Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31.0,1991.0,5.2,2,11,4,36.4,2.13,0.78,0.18,0.5,22.5,1,0,1,1.4,0.6,0.05,0.6,1.4,163,199,81.9,2572,551,95,107,88.8,54,60,90.0,12,17,70.6,1,0.9,0.4,0.1,6,14,3,0,22,16,3.1,11,2,0,3,0,0,4,0.78,3,0,0,1,0,0,261,7,25,132,105,19,260,9,3,33.3,4,44.4,173,801,290,8,3,4,12,7,196,38,7,3,2,5,0,5,12,41.7,7,7,0,7,0,7,5,0
894,Omari Forson,ENG,FW,Manchester Utd,Premier League,19.0,2004.0,0.8,0,1,0,0.0,1.29,0.0,0.0,0.0,21.6,0,0,0,0.0,0.0,0.03,0.0,0.0,30,33,90.9,373,78,17,17,100.0,10,12,83.3,0,0,0.0,1,0.2,0.0,0.8,2,2,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,39,0,2,25,12,1,39,2,1,50.0,1,50.0,29,115,34,1,3,0,1,0,31,2,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
895,Philipp Förster,GER,"MF,FW",Bochum,Bundesliga,28.0,1995.0,4.3,0,6,1,16.7,1.4,0.23,0.0,0.0,19.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,156,208,75.0,2499,694,84,101,83.2,54,80,67.5,14,19,73.7,0,0.5,0.8,-0.5,9,9,8,3,21,19,4.45,8,7,0,2,1,1,0,0.0,0,0,0,0,0,0,250,2,24,114,114,9,250,4,1,25.0,1,25.0,125,660,276,7,10,1,9,7,149,19,9,5,3,4,2,2,6,33.3,4,3,0,3,7,16,3,0
896,Héctor Fort,ESP,DF,Barcelona,La Liga,16.0,2006.0,3.5,0,1,0,0.0,0.28,0.0,0.0,0.0,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0,200,230,87.0,3004,748,121,129,93.8,65,76,85.5,11,19,57.9,2,0.8,0.5,1.2,3,10,3,1,7,5,1.41,5,0,0,0,0,0,3,0.85,3,0,0,0,0,0,250,10,72,118,60,3,250,7,3,42.9,4,57.1,144,572,197,3,3,0,1,2,174,38,6,5,5,1,0,4,10,40.0,6,0,0,0,2,8,4,0
897,Lyle Foster,RSA,"FW,MF",Burnley,Premier League,22.0,2000.0,21.1,5,34,16,47.1,1.61,0.76,0.15,0.31,14.6,0,0,0,4.5,4.5,0.13,0.5,0.5,312,461,67.7,4471,835,197,268,73.5,91,124,73.4,14,20,70.0,3,1.9,1.3,1.1,19,21,12,0,37,41,1.95,35,0,2,3,1,0,4,0.19,4,0,0,0,0,0,692,41,93,289,321,93,692,39,19,48.7,18,46.2,380,2464,1278,55,31,36,69,33,479,104,19,10,5,6,8,6,17,35.3,11,13,3,10,3,22,34,0
898,Dimitri Foulquier,FRA,"DF,MF",Valencia,La Liga,30.0,1993.0,20.5,0,7,1,14.3,0.34,0.05,0.0,0.0,16.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6,766,1042,73.5,11858,4675,394,463,85.1,308,382,80.6,42,118,35.6,0,1.2,0.8,-1.2,14,47,14,6,72,27,1.32,21,2,0,0,1,3,2,0.1,2,0,0,0,0,0,1258,47,423,558,290,18,1258,45,22,48.9,16,35.6,577,3158,1668,42,32,6,34,16,659,64,39,22,22,13,4,18,26,69.2,8,10,1,9,16,55,49,1
899,Juan Foyth,ARG,DF,Villarreal,La Liga,25.0,1998.0,11.8,1,6,2,33.3,0.51,0.17,0.17,0.5,12.8,0,0,0,0.4,0.4,0.07,0.6,0.6,565,690,81.9,9309,3470,290,320,90.6,226,270,83.7,40,66,60.6,1,0.9,0.9,0.1,5,50,7,2,51,12,1.02,9,1,1,1,0,0,1,0.08,1,0,0,0,0,0,827,69,270,389,175,16,827,27,20,74.1,6,22.2,426,2278,1192,19,28,3,17,7,494,28,26,15,18,8,0,12,27,44.4,15,17,4,13,12,38,44,0
900,Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,19.0,2004.0,2.6,0,8,2,25.0,3.1,0.78,0.0,0.0,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,51,79,64.6,910,256,20,29,69.0,24,29,82.8,5,13,38.5,1,0.9,0.5,0.1,6,4,2,0,8,8,3.1,4,3,0,0,1,0,2,0.78,1,0,0,0,1,0,119,3,31,45,51,9,119,14,4,28.6,9,64.3,81,722,372,12,11,5,4,7,73,12,3,3,2,1,0,1,7,14.3,6,4,0,4,1,4,1,0
901,Bartol Franjić,CRO,MF,Darmstadt 98,Bundesliga,23.0,2000.0,13.7,0,4,0,0.0,0.29,0.0,0.0,0.0,18.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,462,556,83.1,8068,1949,203,240,84.6,211,234,90.2,40,56,71.4,1,0.2,0.3,0.8,2,39,2,1,50,17,1.24,14,1,0,0,0,2,2,0.15,2,0,0,0,0,0,689,44,214,410,72,7,689,13,7,53.8,6,46.2,327,1782,841,13,8,1,13,8,418,14,15,12,4,10,1,7,28,25.0,21,12,4,8,30,45,29,2
902,Przemysław Frankowski,POL,DF,Lens,Ligue 1,28.0,1995.0,24.4,3,29,8,27.6,1.19,0.33,0.07,0.25,21.7,2,1,2,3.7,2.1,0.08,-0.7,-0.1,1008,1320,76.4,16279,5614,503,580,86.7,406,525,77.3,70,137,51.1,2,3.8,5.0,-1.8,39,75,43,15,112,76,3.12,63,8,2,2,0,1,4,0.16,3,0,0,1,0,0,1584,49,299,646,647,55,1582,30,12,40.0,18,60.0,1056,5787,2415,56,42,6,36,15,997,210,60,39,25,26,9,31,74,41.9,43,30,7,23,25,85,36,0
903,Nathan Fraser,IRL,FW,Wolves,Premier League,18.0,2005.0,2.1,0,3,2,66.7,1.45,0.97,0.0,0.0,16.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,33,42,78.6,380,45,24,27,88.9,7,10,70.0,0,0,0.0,0,0.1,0.1,-0.1,2,0,2,0,2,6,2.92,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,62,4,10,28,25,5,62,0,0,0.0,0,0.0,32,88,22,1,1,1,4,2,39,21,5,2,2,1,2,1,3,33.3,2,2,1,1,1,6,2,0
904,Davide Frattesi,ITA,MF,Inter,Serie A,23.0,1999.0,10.6,6,32,13,40.6,3.02,1.23,0.19,0.46,11.4,0,0,0,7.1,7.1,0.22,-1.1,-1.1,235,301,78.1,3468,1047,126,147,85.7,82,103,79.6,14,18,77.8,3,1.9,2.0,1.1,10,18,13,1,37,26,2.45,21,0,0,3,2,0,6,0.57,4,0,0,1,1,0,428,28,96,194,140,56,428,21,7,33.3,13,61.9,250,1689,781,27,17,10,17,16,301,40,10,6,3,7,0,4,8,50.0,4,9,3,6,5,15,19,0
905,Morten Frendrup,DEN,MF,Genoa,Serie A,22.0,2001.0,34.9,2,30,4,13.3,0.86,0.11,0.07,0.5,20.5,0,0,0,1.7,1.7,0.06,0.3,0.3,979,1224,80.0,14254,3493,548,625,87.7,333,401,83.0,45,83,54.2,5,1.6,1.4,3.4,13,69,14,1,105,59,1.69,44,0,1,4,6,4,9,0.26,8,0,0,1,0,0,1651,70,404,922,345,36,1651,25,16,64.0,8,32.0,762,3773,1611,36,20,4,55,14,870,69,133,72,47,70,16,55,91,60.4,36,55,14,41,51,184,42,1
906,Remo Freuler,SUI,MF,Bologna,Serie A,31.0,1992.0,29.2,1,14,4,28.6,0.48,0.14,0.07,0.25,17.4,0,0,0,1.2,1.2,0.09,-0.2,-0.2,1710,1890,90.5,25295,6603,949,1009,94.1,653,696,93.8,50,86,58.1,1,1.1,1.3,-0.1,19,133,15,0,165,56,1.92,50,2,1,1,1,1,5,0.17,4,0,0,1,0,0,2178,81,525,1304,361,33,2178,12,8,66.7,3,25.0,1177,5516,2531,37,28,5,27,16,1564,48,78,50,41,32,5,38,69,55.1,31,37,9,28,36,114,53,2
907,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25.0,1998.0,24.4,1,7,1,14.3,0.29,0.04,0.14,1.0,25.1,0,0,0,0.2,0.2,0.04,0.8,0.8,930,1081,86.0,19543,6566,250,275,90.9,536,572,93.7,141,215,65.6,0,0.1,0.3,-0.1,1,49,4,1,59,4,0.16,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0,1379,234,824,541,34,4,1379,6,5,83.3,1,16.7,751,3710,1801,4,6,0,13,5,786,2,53,32,38,15,0,36,48,75.0,12,45,29,16,35,88,129,0
908,Marvin Friedrich,GER,DF,Gladbach,Bundesliga,27.0,1995.0,17.4,0,12,2,16.7,0.69,0.11,0.0,0.0,15.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,755,905,83.4,12979,5177,315,334,94.3,390,429,90.9,39,111,35.1,0,0.2,0.1,-0.2,5,29,1,0,34,14,0.81,11,0,1,2,0,0,1,0.06,1,0,0,0,0,0,1089,158,670,375,47,17,1089,3,2,66.7,1,33.3,652,2780,1267,2,7,1,10,1,725,4,23,15,16,6,1,12,20,60.0,8,28,20,8,17,40,87,0
909,Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,22.0,2000.0,25.0,9,55,21,38.2,2.2,0.84,0.16,0.43,13.9,0,0,0,8.2,8.2,0.15,0.8,0.8,797,1026,77.7,10923,2301,541,622,87.0,206,279,73.8,29,49,59.2,7,5.9,5.4,1.1,45,20,36,15,49,84,3.36,59,0,15,5,5,0,9,0.36,6,0,2,0,1,0,1329,19,158,406,784,205,1329,106,48,45.3,48,45.3,824,6275,3756,153,62,73,51,37,941,348,26,17,12,7,7,8,20,40.0,12,26,0,26,7,33,17,0
910,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,26.0,1997.0,17.2,2,29,11,37.9,1.68,0.64,0.07,0.18,17.8,0,0,0,2.6,2.6,0.09,-0.6,-0.6,344,483,71.2,5142,1306,193,237,81.4,120,163,73.6,16,32,50.0,0,1.4,1.2,-1.4,17,23,20,8,40,51,2.96,38,3,4,3,2,1,1,0.06,0,0,0,1,0,0,668,17,97,258,333,49,668,49,15,30.6,25,51.0,380,2508,1383,42,29,12,33,15,450,144,19,8,5,8,6,7,22,31.8,15,12,0,12,7,26,18,0
